,Id,MSSubClass,LotFrontage,LotArea,Street,Neighborhood,OverallQual,OverallCond,YearBuilt,RoofMatl,MasVnrArea,BsmtQual,BsmtCond,BsmtFinType1,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,GarageArea,PavedDrive,MiscVal,MoSold,YrSold,SaleCondition,SalePrice
302,303,20,118.0,13704,Pave,CollgCr,7,5,2001,CompShg,150.0,Gd,TA,Unf,GasA,Ex,Y,1541,0,1541,2,1,843,Y,0,1,2006,Normal,205000
303,304,20,70.0,9800,Pave,CollgCr,5,7,1972,CompShg,0.0,TA,TA,ALQ,GasA,TA,Y,894,0,894,1,1,552,Y,0,7,2006,Abnorml,149900
304,305,75,87.0,18386,Pave,OldTown,7,9,1880,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1675,1818,3493,3,1,870,Y,0,5,2008,Normal,295000
305,306,20,80.0,10386,Pave,CollgCr,8,5,2004,CompShg,246.0,Gd,TA,GLQ,GasA,Ex,Y,2000,0,2000,2,1,888,Y,0,7,2007,Normal,305900
306,307,60,116.0,13474,Pave,SawyerW,7,5,1990,CompShg,246.0,Gd,TA,ALQ,GasA,Gd,Y,1122,1121,2243,2,1,746,Y,0,6,2007,Normal,225000
307,308,50,,7920,Pave,IDOTRR,6,7,1920,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1035,371,1406,1,1,0,N,0,3,2008,Normal,89500
308,309,30,,12342,Pave,Edwards,4,5,1940,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,861,0,861,1,1,539,Y,0,3,2009,Normal,82500
309,310,20,90.0,12378,Pave,NridgHt,9,5,2003,CompShg,0.0,Ex,TA,GLQ,GasA,Ex,Y,1944,0,1944,2,1,708,Y,0,11,2006,Normal,360000
310,311,60,,7685,Pave,Gilbert,6,5,1993,CompShg,112.0,Gd,TA,ALQ,GasA,Gd,Y,697,804,1501,2,1,420,Y,0,5,2006,Normal,165600
311,312,20,50.0,8000,Pave,NAmes,6,6,1948,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,972,0,972,1,1,240,Y,0,5,2009,Normal,132000
312,313,190,65.0,7800,Pave,OldTown,5,7,1939,CompShg,0.0,Gd,TA,Rec,GasA,TA,Y,793,325,1118,1,1,410,Y,0,5,2006,Normal,119900
313,314,20,150.0,215245,Pave,Timber,7,5,1965,CompShg,0.0,Gd,TA,ALQ,GasW,TA,Y,2036,0,2036,2,1,513,Y,0,6,2009,Normal,375000
314,315,70,60.0,9600,Pave,OldTown,7,7,1925,CompShg,0.0,TA,Gd,LwQ,GasA,Ex,Y,832,809,1641,1,1,546,Y,0,8,2006,Normal,178000
315,316,60,71.0,7795,Pave,Gilbert,7,5,2004,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,716,716,1432,2,1,432,Y,0,7,2009,Normal,188500
316,317,60,94.0,13005,Pave,NWAmes,7,7,1980,CompShg,278.0,Gd,TA,GLQ,GasA,TA,Y,1153,1200,2353,2,1,484,Y,0,8,2009,Normal,260000
317,318,60,75.0,9000,Pave,Somerst,8,5,2006,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1088,871,1959,2,1,1025,Y,0,12,2007,Normal,270000
318,319,60,90.0,9900,Pave,NoRidge,7,5,1993,CompShg,256.0,Gd,TA,GLQ,GasA,Ex,Y,1372,1274,2646,2,1,656,Y,0,4,2009,Normal,260000
319,320,80,,14115,Pave,NWAmes,7,5,1980,CompShg,225.0,Gd,TA,GLQ,GasA,TA,Y,1472,0,1472,2,1,588,Y,0,6,2009,Normal,187500
320,321,60,111.0,16259,Pave,NridgHt,9,5,2006,CompShg,370.0,Ex,Gd,Unf,GasA,Ex,Y,1249,1347,2596,3,1,840,Y,0,9,2006,Partial,342643
321,322,60,99.0,12099,Pave,NridgHt,8,5,2004,CompShg,388.0,Ex,TA,GLQ,GasA,Ex,Y,1136,1332,2468,2,1,872,Y,0,6,2007,Normal,354000
322,323,60,86.0,10380,Pave,SawyerW,7,5,1986,CompShg,172.0,TA,TA,LwQ,GasA,Ex,Y,1553,1177,2730,2,1,576,Y,0,8,2007,Normal,301000
323,324,20,49.0,5820,Pave,OldTown,3,8,1955,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1163,0,1163,1,1,220,Y,0,7,2006,Normal,126175
324,325,80,96.0,11275,Pave,NAmes,7,7,1967,WdShake,300.0,Gd,TA,Unf,GasA,Ex,Y,1898,1080,2978,2,1,564,Y,0,6,2010,Normal,242000
325,326,45,50.0,5000,Pave,IDOTRR,5,6,1941,CompShg,0.0,TA,TA,BLQ,GasA,Po,N,803,0,803,1,1,360,Y,0,12,2007,Normal,87000
326,327,120,32.0,10846,Pave,Veenker,8,5,1993,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1719,0,1719,1,1,473,Y,0,5,2008,Normal,324000
327,328,20,80.0,11600,Pave,NAmes,6,5,1960,CompShg,175.0,TA,TA,Rec,GasA,TA,Y,1383,0,1383,1,1,292,Y,0,4,2006,Normal,145250
328,329,75,,11888,Pave,BrkSide,6,6,1916,CompShg,0.0,TA,TA,Unf,GasA,Gd,N,1445,689,2134,2,1,441,Y,0,7,2009,Normal,214500
329,330,70,60.0,6402,Pave,IDOTRR,5,5,1920,CompShg,0.0,TA,TA,Unf,GasA,TA,N,596,596,1192,1,1,189,N,0,7,2009,Normal,78000
330,331,90,,10624,Pave,NAmes,5,4,1964,CompShg,84.0,TA,TA,GLQ,GasA,TA,Y,1728,0,1728,2,2,352,Y,0,11,2007,Normal,119000
331,332,20,70.0,8176,Pave,NAmes,5,6,1958,CompShg,0.0,TA,TA,Rec,GasA,Fa,Y,1056,0,1056,1,1,308,Y,0,8,2007,Normal,139000
332,333,20,85.0,10655,Pave,NridgHt,8,5,2003,CompShg,296.0,Gd,TA,GLQ,GasA,Ex,Y,1629,0,1629,2,1,880,Y,0,10,2009,Normal,284000
333,334,120,59.0,8198,Pave,NridgHt,7,5,2004,CompShg,146.0,Gd,TA,GLQ,GasA,Ex,Y,1358,0,1358,2,1,484,Y,0,7,2008,Normal,207000
334,335,60,59.0,9042,Pave,Gilbert,6,5,1998,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,943,695,1638,2,1,472,Y,0,7,2008,Normal,192000
335,336,190,,164660,Grvl,Timber,5,6,1965,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1619,167,1786,2,1,529,Y,700,8,2008,Normal,228950
336,337,20,86.0,14157,Pave,StoneBr,9,5,2005,CompShg,200.0,Ex,TA,GLQ,GasA,Ex,Y,1922,0,1922,2,1,676,Y,0,7,2007,Normal,377426
337,338,20,70.0,9135,Pave,CollgCr,7,5,2002,CompShg,113.0,Gd,TA,GLQ,GasA,Ex,Y,1536,0,1536,2,1,532,Y,0,12,2008,Normal,214000
338,339,20,91.0,14145,Pave,NWAmes,7,7,1984,CompShg,0.0,Gd,TA,ALQ,GasA,Ex,Y,1621,0,1621,2,1,440,Y,400,5,2006,Normal,202500
339,340,20,66.0,12400,Pave,NAmes,6,7,1958,CompShg,176.0,TA,Fa,Rec,GasA,TA,Y,1215,0,1215,1,1,297,Y,0,6,2009,Normal,155000
340,341,60,85.0,14191,Pave,Timber,8,5,2002,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,993,915,1908,2,1,431,Y,0,4,2010,Normal,202900
341,342,20,60.0,8400,Pave,SawyerW,4,4,1950,CompShg,0.0,TA,Fa,Unf,GasA,Gd,Y,841,0,841,1,1,294,N,0,9,2009,Normal,82000
342,343,90,,8544,Pave,NAmes,3,4,1949,CompShg,340.0,,,,Wall,Fa,N,1040,0,1040,2,2,400,Y,0,5,2006,Normal,87500
343,344,120,63.0,8849,Pave,NridgHt,9,5,2005,CompShg,616.0,Ex,TA,GLQ,GasA,Ex,Y,1684,0,1684,2,1,564,Y,0,7,2008,Normal,266000
344,345,160,36.0,2592,Pave,MeadowV,5,3,1976,CompShg,0.0,Gd,TA,Rec,GasA,TA,Y,536,576,1112,1,1,336,Y,0,4,2010,Normal,85000
345,346,50,65.0,6435,Pave,BrkSide,6,5,1939,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,972,605,1577,1,1,312,Y,0,10,2006,Normal,140200
346,347,20,,12772,Pave,NAmes,6,8,1960,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,958,0,958,1,1,301,Y,15500,4,2007,Normal,151500
347,348,20,,17600,Pave,NAmes,6,5,1960,CompShg,30.0,TA,TA,BLQ,GasA,Ex,Y,1478,0,1478,2,1,498,Y,0,12,2009,Normal,157500
348,349,160,36.0,2448,Pave,NridgHt,7,5,2003,CompShg,106.0,Gd,TA,GLQ,GasA,Ex,Y,764,862,1626,2,1,474,Y,0,10,2008,Normal,154000
349,350,60,56.0,20431,Pave,NridgHt,9,5,2005,CompShg,870.0,Ex,TA,GLQ,GasA,Ex,Y,1848,880,2728,2,1,706,Y,0,4,2006,Partial,437154
350,351,120,68.0,7820,Pave,NridgHt,9,5,2007,CompShg,362.0,Ex,TA,Unf,GasA,Ex,Y,1869,0,1869,2,1,617,Y,0,12,2007,Partial,318061
351,352,120,,5271,Pave,ClearCr,7,5,1986,CompShg,0.0,Gd,TA,GLQ,GasA,Gd,Y,1453,0,1453,1,1,445,Y,0,12,2006,Abnorml,190000
352,353,50,60.0,9084,Pave,Edwards,5,6,1941,CompShg,0.0,TA,Fa,LwQ,GasA,TA,N,616,495,1111,1,1,200,Y,0,3,2008,Normal,95000
353,354,30,60.0,8520,Pave,OldTown,6,8,1928,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,720,0,720,1,1,484,Y,0,5,2010,Normal,105900
354,355,50,60.0,8400,Pave,SWISU,6,5,1940,CompShg,0.0,TA,TA,LwQ,GasA,Ex,Y,1192,403,1595,1,1,240,Y,0,6,2006,Normal,140000
355,356,20,105.0,11249,Pave,CollgCr,6,5,1995,CompShg,0.0,Gd,Gd,ALQ,GasA,Ex,Y,1200,0,1200,2,1,521,Y,0,8,2007,Normal,177500
356,357,20,,9248,Pave,Gilbert,6,6,1992,CompShg,106.0,Gd,TA,GLQ,GasA,Gd,Y,1167,0,1167,2,1,400,Y,0,7,2009,Normal,173000
357,358,120,44.0,4224,Pave,MeadowV,5,5,1976,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,1142,0,1142,1,1,528,Y,0,8,2007,Normal,134000
358,359,80,92.0,6930,Pave,ClearCr,5,4,1958,CompShg,120.0,TA,TA,BLQ,GasA,Ex,Y,1352,0,1352,1,1,288,Y,0,7,2006,Abnorml,130000
359,360,60,78.0,12011,Pave,NoRidge,8,5,1998,CompShg,530.0,Gd,TA,GLQ,GasA,Ex,Y,1086,838,1924,2,1,592,Y,0,6,2006,Normal,280000
360,361,85,,7540,Pave,Mitchel,6,6,1978,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,912,0,912,1,1,470,Y,0,6,2007,Normal,156000
361,362,50,,9144,Pave,BrkSide,5,5,1940,CompShg,0.0,TA,TA,Rec,GasA,Gd,Y,988,517,1505,1,1,240,N,0,7,2008,Normal,145000
362,363,85,64.0,7301,Pave,Edwards,7,5,2003,CompShg,500.0,,,,GasA,Ex,Y,495,1427,1922,3,1,672,Y,0,7,2009,Normal,198500
363,364,160,21.0,1680,Pave,BrDale,6,8,1972,CompShg,510.0,TA,TA,ALQ,GasA,Gd,Y,483,504,987,1,1,264,Y,0,5,2009,Normal,118000
364,365,60,,18800,Pave,NWAmes,6,5,1976,CompShg,120.0,Gd,TA,GLQ,GasA,TA,Y,790,784,1574,2,1,566,Y,0,7,2006,Normal,190000
365,366,70,59.0,10690,Pave,IDOTRR,5,7,1920,CompShg,0.0,TA,Fa,Rec,GasA,Gd,Y,672,672,1344,1,1,468,Y,0,7,2009,Normal,147000
366,367,20,,9500,Pave,NAmes,6,5,1963,CompShg,247.0,Gd,TA,BLQ,GasA,Gd,Y,1394,0,1394,1,1,514,Y,0,7,2009,Normal,159000
367,368,80,101.0,9150,Pave,NAmes,6,5,1962,Tar&Grv,305.0,Gd,TA,GLQ,GasA,Gd,Y,1431,0,1431,1,1,296,Y,0,12,2008,Normal,165000
368,369,20,78.0,7800,Pave,NAmes,5,6,1954,CompShg,200.0,TA,TA,LwQ,GasA,Gd,Y,1268,0,1268,1,1,244,Y,0,3,2010,Normal,132000
369,370,20,,9830,Pave,NAmes,5,7,1959,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1287,0,1287,1,1,576,Y,0,3,2010,Normal,162000
370,371,60,,8121,Pave,Gilbert,6,5,2000,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,953,711,1664,2,1,460,Y,0,1,2006,Normal,172400
371,372,50,80.0,17120,Pave,ClearCr,4,4,1959,CompShg,0.0,,,,GasA,TA,Y,1120,468,1588,2,1,680,N,0,7,2008,Normal,134432
372,373,120,50.0,7175,Pave,SawyerW,6,5,1984,CompShg,0.0,Gd,TA,ALQ,GasA,TA,Y,752,0,752,1,1,264,Y,0,2,2010,Normal,125000
373,374,20,79.0,10634,Pave,NAmes,5,6,1953,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1319,0,1319,1,1,270,Y,0,11,2009,Normal,123000
374,375,60,65.0,8200,Pave,CollgCr,7,5,2003,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,847,1081,1928,2,1,434,Y,0,7,2007,Normal,219500
375,376,30,,10020,Pave,Edwards,1,1,1922,CompShg,0.0,Fa,Po,BLQ,GasA,Gd,N,904,0,904,0,1,0,Y,0,3,2009,Normal,61000
376,377,85,57.0,8846,Pave,CollgCr,5,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,914,0,914,1,1,576,Y,0,7,2006,Normal,148000
377,378,60,102.0,11143,Pave,Somerst,8,5,2004,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,1580,886,2466,3,1,610,Y,0,12,2007,Normal,340000
378,379,20,88.0,11394,Pave,StoneBr,9,2,2010,CompShg,350.0,Ex,TA,GLQ,GasA,Ex,Y,1856,0,1856,1,1,834,Y,0,6,2010,Partial,394432
379,380,60,60.0,8123,Pave,Gilbert,6,5,2000,CompShg,16.0,Gd,TA,Unf,GasA,Ex,Y,1007,793,1800,2,1,463,Y,0,6,2009,Normal,179000
380,381,50,50.0,5000,Pave,SWISU,5,6,1924,CompShg,0.0,TA,TA,LwQ,GasA,TA,Y,1026,665,1691,2,1,308,Y,0,5,2010,Normal,127000
381,382,20,60.0,7200,Pave,Somerst,7,5,2006,CompShg,0.0,Gd,Gd,Unf,GasA,Ex,Y,1301,0,1301,2,1,572,Y,0,8,2006,Partial,187750
382,383,60,79.0,9245,Pave,CollgCr,7,5,2006,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,939,858,1797,2,1,639,Y,0,4,2007,Normal,213500
383,384,45,60.0,9000,Pave,SawyerW,6,3,1928,CompShg,0.0,Fa,Fa,Unf,GasA,TA,N,784,0,784,1,1,360,N,0,10,2009,Normal,76000
384,385,60,,53107,Pave,ClearCr,6,5,1992,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1079,874,1953,2,1,501,Y,0,6,2007,Normal,240000
385,386,120,43.0,3182,Pave,Blmngtn,8,5,2004,CompShg,16.0,Gd,TA,GLQ,GasA,Ex,Y,1269,0,1269,2,1,430,Y,0,4,2010,Normal,192000
386,387,50,58.0,8410,Pave,Edwards,5,3,1910,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,658,526,1184,1,1,0,N,0,5,2006,AdjLand,81000
387,388,80,72.0,7200,Pave,Edwards,6,6,1976,CompShg,255.0,TA,TA,ALQ,GasA,Ex,Y,1125,0,1125,1,1,352,Y,0,10,2009,Abnorml,125000
388,389,20,93.0,9382,Pave,CollgCr,7,5,1999,CompShg,125.0,Gd,TA,Unf,GasA,Ex,Y,1479,0,1479,2,1,577,Y,0,7,2008,Normal,191000
389,390,60,96.0,12474,Pave,NridgHt,10,5,2007,CompShg,272.0,Ex,TA,GLQ,GasA,Ex,Y,1742,590,2332,2,1,846,Y,0,8,2008,Partial,426000
390,391,50,50.0,8405,Pave,Edwards,5,8,1900,CompShg,0.0,TA,Gd,Rec,GasA,Ex,Y,961,406,1367,1,1,384,Y,0,4,2008,Normal,119000
391,392,60,71.0,12209,Pave,Mitchel,6,5,2001,CompShg,0.0,Ex,TA,ALQ,GasA,Ex,Y,804,1157,1961,2,1,560,Y,0,6,2009,Normal,215000
392,393,20,,8339,Pave,NAmes,5,7,1959,CompShg,0.0,,,,GasA,TA,Y,882,0,882,1,1,294,Y,1200,7,2007,Normal,106500
393,394,30,,7446,Pave,BrkSide,4,5,1941,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,788,0,788,1,1,0,Y,0,4,2006,Abnorml,100000
394,395,50,60.0,10134,Pave,OldTown,5,6,1940,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,735,299,1034,1,1,240,Y,0,7,2007,Normal,109000
395,396,20,68.0,9571,Pave,Edwards,5,6,1956,CompShg,0.0,TA,TA,BLQ,GasA,TA,Y,1144,0,1144,1,1,596,Y,0,6,2010,Normal,129000
396,397,20,60.0,7200,Pave,CollgCr,5,5,1972,CompShg,0.0,TA,TA,Rec,GasA,TA,Y,894,0,894,1,1,600,Y,0,9,2009,Normal,123000
397,398,60,69.0,7590,Pave,NAmes,5,5,1962,CompShg,288.0,TA,TA,ALQ,GasA,TA,Y,876,936,1812,2,1,264,Y,0,7,2007,Normal,169500
398,399,30,60.0,8967,Pave,IDOTRR,5,2,1920,CompShg,0.0,Fa,Po,Unf,GasA,Gd,Y,1077,0,1077,1,1,338,N,0,11,2007,Abnorml,67000
399,400,60,65.0,8125,Pave,Somerst,7,5,2006,CompShg,100.0,Gd,TA,GLQ,GasA,Ex,Y,1112,438,1550,2,1,438,Y,0,10,2009,Normal,241000
400,401,120,38.0,14963,Pave,Veenker,8,5,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1288,0,1288,1,1,500,Y,0,12,2008,Normal,245500
401,402,20,65.0,8767,Pave,CollgCr,7,5,2005,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1310,0,1310,2,1,400,Y,0,7,2006,Partial,164990
402,403,30,60.0,10200,Pave,Sawyer,5,8,1940,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,672,0,672,1,1,240,N,0,8,2008,Normal,108000
403,404,60,93.0,12090,Pave,NoRidge,8,5,1998,CompShg,650.0,Gd,TA,Unf,GasA,Gd,Y,1165,1098,2263,2,1,420,Y,0,7,2006,Abnorml,258000
404,405,60,,10364,Pave,Gilbert,6,5,1995,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,806,766,1572,2,1,373,Y,0,5,2007,Normal,168000
405,406,20,,9991,Pave,Sawyer,4,4,1976,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,1620,0,1620,2,1,490,Y,0,6,2009,Normal,150000
406,407,50,51.0,10480,Pave,SWISU,6,5,1936,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,1166,0,1639,1,1,240,Y,0,3,2008,Normal,115000
407,408,70,63.0,15576,Pave,Crawfor,6,7,1915,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,840,840,1680,2,1,308,Y,0,3,2008,Normal,177000
408,409,60,109.0,14154,Pave,NridgHt,7,5,2006,CompShg,350.0,Ex,Gd,Unf,GasA,Ex,Y,1071,1101,2172,2,1,947,Y,0,8,2007,Partial,280000
409,410,60,85.0,10800,Pave,Somerst,8,5,2007,CompShg,100.0,Ex,TA,GLQ,GasA,Ex,Y,1050,1028,2078,2,1,836,Y,0,4,2008,Partial,339750
410,411,20,68.0,9571,Pave,Edwards,5,3,1958,CompShg,0.0,TA,Fa,Unf,GasA,TA,Y,1276,0,1276,1,1,350,Y,0,6,2009,Abnorml,60000
411,412,190,100.0,34650,Pave,Gilbert,5,5,1955,CompShg,0.0,TA,TA,Rec,GasA,TA,N,1056,0,1056,1,1,572,Y,0,1,2006,Normal,145000
412,413,20,,4403,Pave,Somerst,7,5,2009,CompShg,432.0,Ex,TA,GLQ,GasA,Ex,Y,1478,0,1478,2,1,484,Y,0,6,2010,Partial,222000
413,414,30,56.0,8960,Pave,OldTown,5,6,1927,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,1028,0,1028,1,1,360,Y,0,3,2010,Normal,115000
414,415,60,59.0,11228,Pave,SawyerW,7,5,1993,CompShg,0.0,Gd,TA,BLQ,GasA,Ex,Y,1080,1017,2097,2,1,678,Y,0,12,2008,Normal,228000
415,416,20,73.0,8899,Pave,Gilbert,7,5,2007,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,1340,0,1340,2,1,396,Y,0,8,2007,Partial,181134
416,417,60,74.0,7844,Pave,Sawyer,6,7,1978,CompShg,203.0,TA,TA,ALQ,GasA,TA,Y,672,728,1400,1,1,440,Y,0,3,2006,Normal,149500
417,418,70,86.0,22420,Pave,Crawfor,6,6,1918,CompShg,0.0,Gd,TA,BLQ,GasW,TA,N,1370,1254,2624,2,1,864,N,0,11,2007,Normal,239000
418,419,50,60.0,8160,Pave,Edwards,5,6,1940,CompShg,0.0,TA,TA,ALQ,GasA,Fa,N,756,378,1134,1,1,240,P,0,4,2007,AdjLand,126000
419,420,20,65.0,8450,Pave,NAmes,5,6,1968,CompShg,0.0,TA,TA,BLQ,GasA,Ex,Y,1056,0,1056,1,1,304,Y,0,7,2010,Normal,142000
420,421,90,78.0,7060,Pave,Mitchel,7,5,1997,CompShg,200.0,Gd,Gd,GLQ,GasA,Ex,Y,1344,0,1344,2,2,784,Y,0,11,2008,Alloca,206300
421,422,20,,16635,Pave,NWAmes,6,7,1977,CompShg,126.0,Gd,TA,ALQ,GasA,Gd,Y,1602,0,1602,2,1,529,Y,0,6,2009,Normal,215000
422,423,20,100.0,21750,Pave,Mitchel,5,5,1954,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,988,0,988,1,1,520,N,0,2,2008,Normal,113000
423,424,60,80.0,9200,Pave,NoRidge,8,5,1998,CompShg,473.0,Gd,TA,GLQ,GasA,Gd,Y,1470,1160,2630,2,1,696,Y,0,6,2008,Normal,315000
424,425,20,72.0,9000,Pave,NAmes,6,5,1956,CompShg,74.0,Gd,TA,LwQ,GasA,Gd,Y,1196,0,1196,1,1,297,Y,0,5,2008,Normal,139000
425,426,60,60.0,3378,Pave,OldTown,7,8,1946,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,707,682,1389,1,1,240,P,0,9,2009,Normal,135000
426,427,80,,12800,Pave,SawyerW,7,5,1989,CompShg,145.0,Gd,TA,GLQ,GasA,Gd,Y,1644,0,1644,2,1,569,Y,0,8,2009,Normal,275000
427,428,20,77.0,8593,Pave,NAmes,4,6,1957,CompShg,0.0,TA,TA,Rec,GasA,Ex,Y,907,0,907,1,1,352,Y,0,7,2008,Normal,109008
428,429,20,64.0,6762,Pave,CollgCr,7,5,2007,CompShg,108.0,Gd,TA,GLQ,GasA,Ex,Y,1208,0,1208,2,1,628,Y,0,9,2007,Partial,195400
429,430,20,130.0,11457,Pave,Timber,6,5,1988,CompShg,0.0,Gd,TA,GLQ,GasA,TA,Y,1412,0,1412,2,1,576,Y,0,3,2009,Normal,175000
430,431,160,21.0,1680,Pave,BrDale,6,5,1971,CompShg,232.0,TA,TA,ALQ,GasA,TA,Y,483,504,987,1,1,264,Y,0,7,2008,Abnorml,85400
431,432,50,60.0,5586,Pave,OldTown,6,7,1920,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,1088,110,1198,1,1,0,N,0,9,2008,Abnorml,79900
432,433,160,24.0,1920,Pave,BrDale,5,5,1971,CompShg,376.0,TA,TA,ALQ,GasA,Ex,Y,765,600,1365,1,1,440,Y,0,8,2007,Normal,122500
433,434,60,100.0,10839,Pave,Gilbert,6,5,1997,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,926,678,1604,2,1,470,Y,0,7,2008,Normal,181000
434,435,180,21.0,1890,Pave,MeadowV,4,7,1972,CompShg,0.0,Gd,TA,ALQ,GasA,Gd,Y,630,0,630,1,1,0,Y,0,6,2008,Normal,81000
435,436,60,43.0,10667,Pave,CollgCr,7,6,1996,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,827,834,1661,2,1,550,Y,0,4,2009,Normal,212000
436,437,50,40.0,4400,Pave,OldTown,6,8,1920,CompShg,0.0,Fa,TA,Unf,GasA,TA,Y,734,384,1118,1,1,440,Y,0,10,2006,Normal,116000
437,438,45,50.0,6000,Pave,BrkSide,6,7,1926,CompShg,0.0,TA,TA,Unf,GasA,Gd,Y,904,0,904,1,1,180,Y,0,1,2009,Normal,119000
438,439,30,40.0,4280,Pave,Crawfor,5,6,1913,CompShg,0.0,TA,TA,LwQ,GasA,TA,N,694,0,694,1,1,352,P,0,3,2007,Normal,90350
439,440,50,67.0,12354,Pave,Edwards,6,8,1920,CompShg,0.0,TA,Fa,Unf,GasA,Gd,Y,684,512,1196,1,1,528,Y,800,8,2009,Normal,110000
440,441,20,105.0,15431,Pave,NridgHt,10,5,2008,CompShg,200.0,Ex,TA,GLQ,GasA,Ex,Y,2402,0,2402,2,1,672,Y,0,4,2009,Normal,555000
441,442,90,92.0,12108,Pave,Edwards,4,4,1955,CompShg,270.0,TA,TA,ALQ,GasA,TA,N,1440,0,1440,2,2,0,Y,0,9,2008,Normal,118000
442,443,50,52.0,6240,Pave,BrkSide,5,7,1930,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,1128,445,1573,2,1,360,P,0,6,2008,Normal,162900
443,444,120,53.0,3922,Pave,Blmngtn,7,5,2006,CompShg,72.0,Ex,TA,Unf,GasA,Ex,Y,1258,0,1258,2,1,648,Y,0,6,2007,Partial,172500
444,445,60,70.0,8750,Pave,CollgCr,7,5,1994,CompShg,0.0,Gd,TA,GLQ,GasA,Ex,Y,933,975,1908,2,1,493,Y,0,7,2008,Normal,210000
445,446,20,73.0,9855,Pave,Edwards,6,5,1956,CompShg,0.0,TA,TA,Unf,GasA,Fa,Y,1689,0,1689,1,1,480,Y,0,11,2009,Normal,127500
446,447,20,137.0,16492,Pave,NAmes,6,6,1966,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,1888,0,1888,2,1,578,Y,0,6,2010,Normal,190000
447,448,60,,11214,Pave,Gilbert,7,5,1998,CompShg,0.0,Gd,TA,Unf,GasA,Gd,Y,956,930,1886,2,1,431,Y,0,7,2006,Normal,199900
448,449,50,50.0,8600,Pave,IDOTRR,6,6,1937,CompShg,0.0,TA,TA,Unf,GasA,TA,Y,780,596,1376,2,1,198,N,0,6,2006,Normal,119500
449,450,50,50.0,6000,Pave,OldTown,3,7,1948,CompShg,0.0,TA,TA,ALQ,GasA,Ex,Y,679,504,1183,1,1,308,Y,0,6,2007,Normal,120000
450,451,30,70.0,5684,Pave,OldTown,6,8,1930,CompShg,0.0,TA,TA,Unf,GasA,Ex,Y,813,0,813,1,1,270,N,0,6,2006,Normal,110000
451,452,20,62.0,70761,Pave,ClearCr,7,5,1975,WdShngl,0.0,Gd,TA,ALQ,GasA,TA,Y,1533,0,1533,2,1,576,Y,0,12,2006,Normal,280000
452,453,60,,9303,Pave,Timber,6,5,1996,CompShg,42.0,Ex,TA,ALQ,GasA,Ex,Y,888,868,1756,2,1,422,Y,0,7,2007,Normal,204000
453,454,60,75.0,9000,Pave,Somerst,8,5,2008,CompShg,0.0,Gd,TA,Unf,GasA,Ex,Y,786,804,1590,2,1,676,Y,0,6,2009,Normal,210000
